"animals,month,unit,geo\time";2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991;1990;1989;1988;1987;1986;1985;1984;1983;1982;1981;1980;1979;1978;1977;1976;1975;1974;1973;1972;1971;1970;1969
"A3110,M05_M06,THS_HD,LT";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"276.90 ";": ";": ";": ";"214.90 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M05_M06,THS_HD,LU";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";Sep-69;Oct-87;12-Mar;12-Mar;"26.94 ";27-Nov;"26.32 ";"28.88 ";"32.52 ";"32.06 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M05_M06,THS_HD,LV";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"106.50 ";": ";"85.50 ";"99.50 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M05_M06,THS_HD,NL";"5551.02 ";"5652.98 ";"5611.56 ";"5576.80 ";"5597.81 ";"5382.00 ";"5274.00 ";"5180.00 ";"5277.00 ";"5120.00 ";"5050.00 ";"4966.00 ";"4840.00 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M05_M06,THS_HD,PL";"2419.00 ";"2744.00 ";"2853.00 ";"2944.00 ";"3127.69 ";"3225.13 ";"3161.89 ";"3472.41 ";"4111.31 ";"4485.99 ";"4362.56 ";": ";": ";": ";": ";": ";": ";"6516.97 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M05_M06,THS_HD,RO";"737.40 ";"762.50 ";"841.50 ";"873.50 ";"878.20 ";"868.50 ";"867.70 ";"839.00 ";"841.40 ";"911.40 ";"936.90 ";"972.70 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M05_M06,THS_HD,RS";"1032.00 ";"1108.00 ";"976.00 ";"1074.00 ";"1375.00 ";"1276.00 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M05_M06,THS_HD,SE";"383.44 ";"360.55 ";"384.73 ";"378.50 ";"393.37 ";"375.67 ";"397.28 ";"370.41 ";"428.87 ";"438.93 ";"425.95 ";"465.35 ";"491.64 ";"491.64 ";"554.69 ";"528.00 ";"567.39 ";"574.00 ";"586.20 ";"566.00 ";"651.40 ";"733.00 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M05_M06,THS_HD,SI";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"193.17 ";"204.30 ";"187.13 ";"186.90 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M05_M06,THS_HD,SK";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"491.46 ";": ";": ";"545.45 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M05_M06,THS_HD,UK";"1467.00 ";"1502.00 ";"1413.00 ";"1344.00 ";"1263.00 ";"1284.00 ";"1364.00 ";"1173.00 ";"1171.00 ";"1174.00 ";"1219.00 ";"1225.00 ";"1253.00 ";"1310.92 ";"1317.49 ";"1446.27 ";"1396.37 ";"1501.09 ";"1512.88 ";"1691.16 ";"1973.23 ";"2169.57 ";"2147.30 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
